"","variable","value"
"1150","RI_SS",NA
"1151","RI_SS",NA
"1152","RI_SS",NA
"1153","RI_SS",NA
"1154","RI_SS",NA
"1155","RI_SS",NA
"1156","RI_SS",NA
"1157","RI_SS",NA
"1158","RI_SS",NA
"1159","RI_SS",NA
"1160","RI_SS",NA
"1161","RI_SS",NA
"1162","RI_SS",NA
"1163","RI_SS",NA
"1164","RI_SS",NA
"1165","RI_SS",NA
"1166","RI_SS",NA
"1167","RI_SS",NA
"1168","RI_SS",NA
"1169","RI_SS",NA
"1170","RI_SS",NA
"1171","RI_SS",NA
"1172","RI_SS",NA
"1173","RI_SS",NA
"1174","RI_SS",NA
"1175","RI_SS",NA
"1176","RI_SS",NA
"1177","RI_SS",NA
"1178","RI_SS",NA
"1179","RI_SS",NA
"1180","RI_SS",NA
"1181","RI_SS",NA
"1182","RI_SS",NA
"1183","RI_SS",NA
"1184","RI_SS",NA
"1185","RI_SS",NA
"1186","RI_SS",NA
"1187","RI_SS",NA
"1188","RI_SS",NA
"1189","RI_SS",NA
"1190","RI_SS",NA
"1191","RI_SS",NA
"1192","RI_SS",NA
"1193","RI_SS",NA
"1194","RI_SS",NA
"1195","RI_SS",NA
"1196","RI_SS",NA
"1197","RI_SS",NA
"1198","RI_SS",NA
"1199","RI_SS",NA
"1200","RI_SS",NA
"1201","RI_SS",NA
"1202","RI_SS",NA
"1203","RI_SS",NA
"1204","RI_SS",NA
"1205","RI_SS",NA
"1206","RI_SS",NA
"1207","RI_SS",NA
"1208","RI_SS",NA
"1209","RI_SS",NA
"1210","RI_SS",NA
"1211","RI_SS",NA
"1212","RI_SS",NA
"1213","RI_SS",NA
"1214","RI_SS",NA
"1215","RI_SS",NA
"1216","RI_SS",NA
"1217","RI_SS",NA
"1218","RI_SS",NA
"1219","RI_SS",NA
"1220","RI_SS",NA
"1221","RI_SS",NA
"1222","RI_SS",NA
"1223","RI_SS",NA
"1224","RI_SS",NA
"1225","RI_SS",NA
"1226","RI_GG",0.847
"1227","RI_GG",0.854
"1228","RI_GG",0.795
"1229","RI_GG",0.822
"1230","RI_GG",0.796
"1231","RI_GG",0.786
"1232","RI_GG",0.823
"1233","RI_GG",0.87
"1234","RI_GG",0.782
"1235","RI_GG",0.711
"1236","RI_GG",0.733
"1237","RI_GG",0.78
"1238","RI_GG",0.686
"1239","RI_GG",0.692
"1240","RI_GG",0.687
"1241","RI_GG",0.724
"1242","RI_GG",0.674
"1243","RI_GG",0.715
"1244","RI_GG",0.751
"1245","RI_GG",0.691
"1246","RI_GG",0.718
"1247","RI_GG",0.732
"1248","RI_GG",0.721
"1249","RI_GG",0.79
"1250","RI_GG",0.731
"1251","RI_GG",0.603
"1252","RI_GG",0.584
"1253","RI_GG",0.803
"1254","RI_GG",0.679
"1255","RI_GG",0.828
"1256","RI_GG",0.665
"1257","RI_GG",0.729
"1258","RI_GG",0.744
"1259","RI_GG",0.787
"1260","RI_GG",0.791
"1261","RI_GG",0.614
"1262","RI_GG",0.66
"1263","RI_GG",0.704
"1264","RI_GG",0.681
"1265","RI_GG",0.752
"1266","RI_GG",0.689
"1267","RI_GG",0.772
"1268","RI_GG",0.799
"1269","RI_GG",0.468
"1270","RI_GG",0.796
"1271","RI_GG",NA
"1272","RI_GG",NA
"1273","RI_GG",NA
"1274","RI_GG",NA
"1275","RI_GG",NA
"1276","RI_GG",NA
"1277","RI_GG",NA
"1278","RI_GG",NA
"1279","RI_GG",NA
"1280","RI_GG",NA
"1281","RI_GG",NA
"1282","RI_GG",NA
"1283","RI_GG",NA
"1284","RI_GG",NA
"1285","RI_GG",NA
"1286","RI_GG",NA
"1287","RI_GG",NA
"1288","RI_GG",NA
"1289","RI_GG",NA
"1290","RI_GG",NA
"1291","RI_GG",NA
"1292","RI_GG",NA
"1293","RI_GG",NA
"1294","RI_GG",NA
"1295","RI_GG",NA
"1296","RI_GG",NA
"1297","RI_GG",NA
"1298","RI_GG",NA
"1299","RI_GG",NA
"1300","RI_GG",NA
"1301","RI_GG",NA
"1302","RI_GG",NA
"1303","RI_GG",NA
"1304","RI_GG",NA
"1305","RI_GG",NA
"1306","RI_GG",NA
"1307","RI_GG",NA
"1308","RI_GG",NA
"1309","RI_GG",NA
"1310","RI_GG",NA
"1311","RI_GG",NA
"1312","RI_GG",NA
"1313","RI_GG",NA
"1314","RI_GG",NA
"1315","RI_GG",NA
"1316","RI_GG",NA
"1317","RI_GG",NA
"1318","RI_GG",NA
"1319","RI_GG",NA
"1320","RI_GG",NA
"1321","RI_GG",NA
"1322","RI_GG",NA
"1323","RI_GG",NA
"1324","RI_GG",NA
"1325","RI_GG",NA
"1326","RI_GG",NA
"1327","RI_GG",NA
"1328","RI_GG",NA
"1329","RI_GG",NA
"1330","RI_GG",NA
"1331","RI_GG",NA
"1332","RI_GG",NA
"1333","RI_GG",NA
"1334","RI_GG",NA
"1335","RI_GG",NA
"1336","RI_GG",NA
"1337","RI_GG",NA
"1338","RI_GG",NA
"1339","RI_GG",NA
"1340","RI_GG",NA
"1341","RI_GG",NA
"1342","RI_GG",NA
"1343","RI_GG",NA
"1344","RI_GG",NA
"1345","RI_GG",NA
"1346","RI_GG",NA
"1347","RI_GG",NA
"1348","RI_GG",NA
"1349","RI_GG",NA
"1350","RI_GG",NA
"1351","RI_GG",NA
"1352","RI_GG",NA
"1353","RI_GG",NA
"1354","RI_GG",NA
"1355","RI_GG",NA
"1356","RI_GG",NA
"1357","RI_GG",NA
"1358","RI_GG",NA
"1359","RI_GG",NA
"1360","RI_GG",NA
"1361","RI_GG",NA
"1362","RI_GG",NA
"1363","RI_GG",NA
"1364","RI_GG",NA
"1365","RI_GG",NA
"1366","RI_GG",NA
"1367","RI_GG",NA
"1368","RI_GG",NA
"1369","RI_GG",NA
"1370","RI_GG",NA
"1371","RI_GG",NA
"1372","RI_GG",NA
"1373","RI_GG",NA
"1374","RI_GG",NA
"1375","RI_GG",NA
"1376","RI_GG",NA
"1377","RI_GG",NA
"1378","RI_GG",NA
"1379","RI_GG",NA
"1380","RI_GG",NA
"1381","RI_GG",NA
"1382","RI_GG",NA
"1383","RI_GG",NA
"1384","RI_GG",NA
"1385","RI_GG",NA
"1386","RI_GG",NA
"1387","RI_GG",NA
"1388","RI_GG",NA
"1389","RI_GG",NA
"1390","RI_GG",NA
"1391","RI_GG",NA
"1392","RI_GG",NA
"1393","RI_GG",NA
"1394","RI_GG",NA
"1395","RI_GG",NA
"1396","RI_GG",NA
"1397","RI_GG",NA
"1398","RI_GG",NA
"1399","RI_GG",NA
"1400","RI_GG",NA
"1401","RI_GG",NA
"1402","RI_GG",NA
"1403","RI_GG",NA
"1404","RI_GG",NA
"1405","RI_GG",NA
"1406","RI_GG",NA
"1407","RI_GG",NA
"1408","RI_GG",NA
"1409","RI_GG",NA
"1410","RI_GG",NA
"1411","RI_GG",NA
"1412","RI_GG",NA
"1413","RI_GG",NA
"1414","RI_GG",NA
"1415","RI_GG",NA
"1416","RI_GG",NA
"1417","RI_GG",NA
"1418","RI_GG",NA
"1419","RI_GG",NA
"1420","RI_GG",NA
"1421","RI_GG",NA
"1422","RI_GG",NA
"1423","RI_GG",NA
"1424","RI_GG",NA
"1425","RI_GG",NA
"1426","RI_GG",NA
"1427","RI_GG",NA
"1428","RI_GG",NA
"1429","RI_GG",NA
"1430","RI_GG",NA
"1431","RI_GG",NA
"1432","RI_GG",NA
"1433","RI_GG",NA
"1434","RI_GG",NA
"1435","RI_GG",NA
"1436","RI_GG",NA
"1437","RI_GG",NA
"1438","RI_GG",NA
"1439","RI_GG",NA
"1440","RI_GG",NA
"1441","RI_GG",NA
"1442","RI_GG",NA
"1443","RI_GG",NA
"1444","RI_GG",NA
"1445","RI_GG",NA
"1446","RI_GG",NA
"1447","RI_GG",NA
"1448","RI_GG",NA
"1449","RI_GG",NA
"1450","RI_GG",NA
"1451","RI_GG",NA
"1452","RI_GG",NA
"1453","RI_GG",NA
"1454","RI_GG",NA
"1455","RI_GG",NA
"1456","RI_GG",NA
"1457","RI_GG",NA
"1458","RI_GG",NA
"1459","RI_GG",NA
"1460","RI_GG",NA
"1461","RI_GG",NA
"1462","RI_GG",NA
"1463","RI_GG",NA
"1464","RI_GG",NA
"1465","RI_GG",NA
"1466","RI_GG",NA
"1467","RI_GG",NA
"1468","RI_GG",NA
"1469","RI_GG",NA
"1470","RI_GG",NA
"1471","RI_GG",NA
"1472","RI_GG",NA
"1473","RI_GG",NA
"1474","RI_GG",NA
"1475","RI_GG",NA
"1476","RI_GG",NA
"1477","RI_GG",NA
"1478","RI_GG",NA
"1479","RI_GG",NA
"1480","RI_GG",NA
"1481","RI_GG",NA
"1482","RI_GG",NA
"1483","RI_GG",NA
"1484","RI_GG",NA
"1485","RI_GG",NA
"1486","RI_GG",NA
"1487","RI_GG",NA
"1488","RI_GG",NA
"1489","RI_GG",NA
"1490","RI_GG",NA
"1491","RI_GG",NA
"1492","RI_GG",NA
"1493","RI_GG",NA
"1494","RI_GG",NA
"1495","RI_GG",NA
"1496","RI_GG",NA
"1497","RI_GG",NA
"1498","RI_GG",NA
"1499","RI_GG",NA
"1500","RI_GG",NA
"1501","RI_GG",NA
"1502","RI_GG",NA
"1503","RI_GG",NA
"1504","RI_GG",NA
"1505","RI_GG",NA
"1506","RI_GG",NA
"1507","RI_GG",NA
"1508","RI_GG",NA
"1509","RI_GG",NA
"1510","RI_GG",NA
"1511","RI_GG",NA
"1512","RI_GG",NA
"1513","RI_GG",NA
"1514","RI_GG",NA
"1515","RI_GG",NA
"1516","RI_GG",NA
"1517","RI_GG",NA
"1518","RI_GG",NA
"1519","RI_GG",NA
"1520","RI_GG",NA
"1521","RI_GG",NA
"1522","RI_GG",NA
"1523","RI_GG",NA
"1524","RI_GG",NA
"1525","RI_GG",NA
"1526","RI_GG",NA
"1527","RI_GG",NA
"1528","RI_GG",NA
"1529","RI_GG",NA
"1530","RI_GG",NA
"1531","RI_GG",NA
"1532","RI_GG",NA
"1533","RI_GG",NA
"1534","RI_GG",NA
"1535","RI_GG",NA
"1536","RI_GG",NA
"1537","RI_GG",NA
"1538","RI_GG",NA
"1539","RI_GG",NA
"1540","RI_GG",NA
"1541","RI_GG",NA
"1542","RI_GG",NA
"1543","RI_GG",NA
"1544","RI_GG",NA
"1545","RI_GG",NA
"1546","RI_GG",NA
"1547","RI_GG",NA
"1548","RI_GG",NA
"1549","RI_GG",NA
"1550","RI_GG",NA
"1551","RI_GG",NA
"1552","RI_GG",NA
"1553","RI_GG",NA
"1554","RI_GG",NA
"1555","RI_GG",NA
"1556","RI_GG",NA
"1557","RI_GG",NA
"1558","RI_GG",NA
"1559","RI_GG",NA
"1560","RI_GG",NA
"1561","RI_GG",NA
"1562","RI_GG",NA
"1563","RI_GG",NA
"1564","RI_GG",NA
"1565","RI_GG",NA
"1566","RI_GG",NA
"1567","RI_GG",NA
"1568","RI_GG",NA
"1569","RI_GG",NA
"1570","RI_GG",NA
"1571","RI_GG",NA
"1572","RI_GG",NA
"1573","RI_GG",NA
"1574","RI_GG",NA
"1575","RI_GG",NA
"1576","RI_GG",NA
"1577","RI_GG",NA
"1578","RI_GG",NA
"1579","RI_GG",NA
"1580","RI_GG",NA
"1581","RI_GG",NA
"1582","RI_GG",NA
"1583","RI_GG",NA
"1584","RI_GG",NA
"1585","RI_GG",NA
"1586","RI_GG",NA
"1587","RI_GG",NA
"1588","RI_GG",NA
"1589","RI_GG",NA
"1590","RI_GG",NA
"1591","RI_GG",NA
"1592","RI_GG",NA
"1593","RI_GG",NA
"1594","RI_GG",NA
"1595","RI_GG",NA
"1596","RI_GG",NA
"1597","RI_GG",NA
"1598","RI_GG",NA
"1599","RI_GG",NA
"1600","RI_GG",NA
"1601","RI_GG",NA
"1602","RI_GG",NA
"1603","RI_GG",NA
"1604","RI_GG",NA
"1605","RI_GG",NA
"1606","RI_GG",NA
"1607","RI_GG",NA
"1608","RI_GG",NA
"1609","RI_GG",NA
"1610","RI_GG",NA
"1611","RI_GG",NA
"1612","RI_GG",NA
"1613","RI_GG",NA
"1614","RI_GG",NA
"1615","RI_GG",NA
"1616","RI_GG",NA
"1617","RI_GG",NA
"1618","RI_GG",NA
"1619","RI_GG",NA
"1620","RI_GG",NA
"1621","RI_GG",NA
"1622","RI_GG",NA
"1623","RI_GG",NA
"1624","RI_GG",NA
"1625","RI_GG",NA
"1626","RI_GG",NA
"1627","RI_GG",NA
"1628","RI_GG",NA
"1629","RI_GG",NA
"1630","RI_GG",NA
"1631","RI_GG",NA
"1632","RI_GG",NA
"1633","RI_GG",NA
"1634","RI_GG",NA
"1635","RI_GG",NA
"1636","RI_GG",NA
"1637","RI_GG",NA
"1638","RI_GG",NA
"1639","RI_GG",NA
"1640","RI_GG",NA
"1641","RI_GG",NA
"1642","RI_GG",NA
"1643","RI_GG",NA
"1644","RI_GG",NA
"1645","RI_GG",NA
"1646","RI_GG",NA
"1647","RI_GG",NA
"1648","RI_GG",NA
"1649","RI_GG",NA
"1650","RI_GG",NA
"1651","RI_GG",NA
"1652","RI_GG",NA
"1653","RI_GG",NA
"1654","RI_GG",NA
"1655","RI_GG",NA
"1656","RI_GG",NA
"1657","RI_GG",NA
"1658","RI_GG",NA
"1659","RI_GG",NA
"1660","RI_GG",NA
"1661","RI_GG",NA
"1662","RI_GG",NA
"1663","RI_GG",NA
"1664","RI_GG",NA
"1665","RI_GG",NA
"1666","RI_GG",NA
"1667","RI_GG",NA
"1668","RI_GG",NA
"1669","RI_GG",NA
"1670","RI_GG",NA
"1671","RI_GG",NA
"1672","RI_GG",NA
"1673","RI_GG",NA
"1674","RI_GG",NA
"1675","RI_GG",NA
"1676","RI_GG",NA
"1677","RI_GG",NA
"1678","RI_GG",NA
"1679","RI_GG",NA
"1680","RI_GG",NA
"1681","RI_GG",NA
"1682","RI_GG",NA
"1683","RI_GG",NA
"1684","RI_GG",NA
"1685","RI_GG",NA
"1686","RI_GG",NA
"1687","RI_GG",NA
"1688","RI_GG",NA
"1689","RI_GG",NA
"1690","RI_GG",NA
"1691","RI_GG",NA
"1692","RI_GG",NA
"1693","RI_GG",NA
"1694","RI_GG",NA
"1695","RI_GG",NA
"1696","RI_GG",NA
"1697","RI_GG",NA
"1698","RI_GG",NA
"1699","RI_GG",NA
"1700","RI_GG",NA
"1701","RI_GG",NA
"1702","RI_GG",NA
"1703","RI_GG",NA
"1704","RI_GG",NA
"1705","RI_GG",NA
"1706","RI_GG",NA
"1707","RI_GG",NA
"1708","RI_GG",NA
"1709","RI_GG",NA
"1710","RI_GG",NA
"1711","RI_GG",NA
"1712","RI_GG",NA
"1713","RI_GG",NA
"1714","RI_GG",NA
"1715","RI_GG",NA
"1716","RI_GG",NA
"1717","RI_GG",NA
"1718","RI_GG",NA
"1719","RI_GG",NA
"1720","RI_GG",NA
"1721","RI_GG",NA
"1722","RI_GG",NA
"1723","RI_GG",NA
"1724","RI_GG",NA
"1725","RI_GG",NA
"1726","RI_GG",NA
"1727","RI_GG",NA
"1728","RI_GG",NA
"1729","RI_GG",NA
"1730","RI_GG",NA
"1731","RI_GG",NA
"1732","RI_GG",NA
"1733","RI_GG",NA
"1734","RI_GG",NA
"1735","RI_GG",NA
"1736","RI_GG",NA
"1737","RI_GG",NA
"1738","RI_GG",NA
"1739","RI_GG",NA
"1740","RI_GG",NA
"1741","RI_GG",NA
"1742","RI_GG",NA
"1743","RI_GG",NA
"1744","RI_GG",NA
"1745","RI_GG",NA
"1746","RI_GG",NA
"1747","RI_GG",NA
"1748","RI_GG",NA
"1749","RI_GG",NA
"1750","RI_GG",NA
"1751","RI_GG",NA
"1752","RI_GG",NA
"1753","RI_GG",NA
"1754","RI_GG",NA
"1755","RI_GG",NA
"1756","RI_GG",NA
"1757","RI_GG",NA
"1758","RI_GG",NA
"1759","RI_GG",NA
"1760","RI_GG",NA
"1761","RI_GG",NA
"1762","RI_GG",NA
"1763","RI_GG",NA
"1764","RI_GG",NA
"1765","RI_GG",NA
"1766","RI_GG",NA
"1767","RI_GG",NA
"1768","RI_GG",NA
"1769","RI_GG",NA
"1770","RI_GG",NA
"1771","RI_GG",NA
"1772","RI_GG",NA
"1773","RI_GG",NA
"1774","RI_GG",NA
"1775","RI_GG",NA
"1776","RI_GG",NA
"1777","RI_GG",NA
"1778","RI_GG",NA
"1779","RI_GG",NA
"1780","RI_GG",NA
"1781","RI_GG",NA
"1782","RI_GG",NA
"1783","RI_GG",NA
"1784","RI_GG",NA
"1785","RI_GG",NA
"1786","RI_GG",NA
"1787","RI_GG",NA
"1788","RI_GG",NA
"1789","RI_GG",NA
"1790","RI_GG",NA
"1791","RI_GG",NA
"1792","RI_GG",NA
"1793","RI_GG",NA
"1794","RI_GG",NA
"1795","RI_GG",NA
"1796","RI_GG",NA
"1797","RI_GG",NA
"1798","RI_GG",NA
"1799","RI_GG",NA
"1800","RI_GG",NA
"1801","RI_GG",NA
"1802","RI_GG",NA
"1803","RI_GG",NA
"1804","RI_GG",NA
"1805","RI_GG",NA
"1806","RI_GG",NA
"1807","RI_GG",NA
"1808","RI_GG",NA
"1809","RI_GG",NA
"1810","RI_GG",NA
"1811","RI_GG",NA
"1812","RI_GG",NA
"1813","RI_GG",NA
"1814","RI_GG",NA
"1815","RI_GG",NA
"1816","RI_GG",NA
"1817","RI_GG",NA
"1818","RI_GG",NA
"1819","RI_GG",NA
"1820","RI_GG",NA
"1821","RI_GG",NA
"1822","RI_GG",NA
"1823","RI_GG",NA
"1824","RI_GG",NA
"1825","RI_GG",NA
"1826","RI_GG",NA
"1827","RI_GG",NA
"1828","RI_GG",NA
"1829","RI_GG",NA
"1830","RI_GG",NA
"1831","RI_GG",NA
"1832","RI_GG",NA
"1833","RI_GG",NA
"1834","RI_GG",NA
"1835","RI_GG",NA
"1836","RI_GG",NA
"1837","RI_GG",NA
"1838","RI_GG",NA
"1839","RI_GG",NA
"1840","RI_GG",NA
"1841","RI_GG",NA
"1842","RI_GG",NA
"1843","RI_GG",NA
"1844","RI_GG",NA
"1845","RI_GG",NA
"1846","RI_GG",NA
"1847","RI_GG",NA
"1848","RI_GG",NA
"1849","RI_GG",NA
"1850","RI_GG",NA
"1851","RI_GG",NA
"1852","RI_GG",NA
"1853","RI_GG",NA
"1854","RI_GG",NA
"1855","RI_GG",NA
"1856","RI_GG",NA
"1857","RI_GG",NA
"1858","RI_GG",NA
"1859","RI_GG",NA
"1860","RI_GG",NA
"1861","RI_GG",NA
"1862","RI_GG",NA
"1863","RI_GG",NA
"1864","RI_GG",NA
"1865","RI_GG",NA
"1866","RI_GG",NA
"1867","RI_GG",NA
"1868","RI_GG",NA
"1869","RI_GG",NA
"1870","RI_GG",NA
"1871","RI_GG",NA
"1872","RI_GG",NA
"1873","RI_GG",NA
"1874","RI_GG",NA
"1875","RI_GG",NA
"1876","RI_GG",NA
"1877","RI_GG",NA
"1878","RI_GG",NA
"1879","RI_GG",NA
"1880","RI_GG",NA
"1881","RI_GG",NA
"1882","RI_GG",NA
"1883","RI_GG",NA
"1884","RI_GG",NA
"1885","RI_GG",NA
"1886","RI_GG",NA
"1887","RI_GG",NA
"1888","RI_GG",NA
"1889","RI_GG",NA
"1890","RI_GG",NA
"1891","RI_GG",NA
"1892","RI_GG",NA
"1893","RI_GG",NA
"1894","RI_GG",NA
"1895","RI_GG",NA
"1896","RI_GG",NA
"1897","RI_GG",NA
"1898","RI_GG",NA
"1899","RI_GG",NA
"1900","RI_GG",NA
"1901","RI_GG",NA
"1902","RI_GG",NA
"1903","RI_GG",NA
"1904","RI_GG",NA
"1905","RI_GG",NA
"1906","RI_GG",NA
"1907","RI_GG",NA
"1908","RI_GG",NA
"1909","RI_GG",NA
"1910","RI_GG",NA
"1911","RI_GG",NA
"1912","RI_GG",NA
"1913","RI_GG",NA
"1914","RI_GG",NA
"1915","RI_GG",NA
"1916","RI_GG",NA
"1917","RI_GG",NA
"1918","RI_GG",NA
"1919","RI_GG",NA
"1920","RI_GG",NA
"1921","RI_GG",NA
"1922","RI_GG",NA
"1923","RI_GG",NA
"1924","RI_GG",NA
"1925","RI_GG",NA
"1926","RI_GG",NA
"1927","RI_GG",NA
"1928","RI_GG",NA
"1929","RI_GG",NA
"1930","RI_GG",NA
"1931","RI_GG",NA
"1932","RI_GG",NA
"1933","RI_GG",NA
"1934","RI_GG",NA
"1935","RI_GG",NA
"1936","RI_GG",NA
"1937","RI_GG",NA
"1938","RI_GG",NA
"1939","RI_GG",NA
"1940","RI_GG",NA
"1941","RI_GG",NA
"1942","RI_GG",NA
"1943","RI_GG",NA
"1944","RI_GG",NA
"1945","RI_GG",NA
"1946","RI_GG",NA
"1947","RI_GG",NA
"1948","RI_GG",NA
"1949","RI_GG",NA
"1950","RI_GG",NA
"1951","RI_GG",NA
"1952","RI_GG",NA
"1953","RI_GG",NA
"1954","RI_GG",NA
"1955","RI_GG",NA
"1956","RI_GG",NA
"1957","RI_GG",NA
"1958","RI_GG",NA
"1959","RI_GG",NA
"1960","RI_GG",NA
"1961","RI_GG",NA
"1962","RI_GG",NA
"1963","RI_GG",NA
"1964","RI_GG",NA
"1965","RI_GG",NA
"1966","RI_GG",NA
"1967","RI_GG",NA
"1968","RI_GG",NA
"1969","RI_GG",NA
"1970","RI_GG",NA
"1971","RI_GG",NA
"1972","RI_GG",NA
"1973","RI_GG",NA
"1974","RI_GG",NA
"1975","RI_GG",NA
"1976","RI_GG",NA
"1977","RI_GG",NA
"1978","RI_GG",NA
"1979","RI_GG",NA
"1980","RI_GG",NA
"1981","RI_GG",NA
"1982","RI_GG",NA
"1983","RI_GG",NA
"1984","RI_GG",NA
"1985","RI_GG",NA
"1986","RI_GG",NA
"1987","RI_GG",NA
"1988","RI_GG",NA
"1989","RI_GG",NA
"1990","RI_GG",NA
"1991","RI_GG",NA
"1992","RI_GG",NA
"1993","RI_GG",NA
"1994","RI_GG",NA
"1995","RI_GG",NA
"1996","RI_GG",NA
"1997","RI_GG",NA
"1998","RI_GG",NA
"1999","RI_GG",NA
"2000","RI_GG",NA
"2001","RI_GG",NA
"2002","RI_GG",NA
"2003","RI_GG",NA
"2004","RI_GG",NA
"2005","RI_GG",NA
"2006","RI_GG",NA
"2007","RI_GG",NA
"2008","RI_GG",NA
"2009","RI_GG",NA
"2010","RI_GG",NA
"2011","RI_GG",NA
"2012","RI_GG",NA
"2013","RI_GG",NA
"2014","RI_GG",NA
"2015","RI_GG",NA
"2016","RI_GG",NA
"2017","RI_GG",NA
"2018","RI_GG",NA
"2019","RI_GG",NA
"2020","RI_GG",NA
"2021","RI_GG",NA
"2022","RI_GG",NA
"2023","RI_GG",NA
"2024","RI_GG",NA
"2025","RI_GG",NA
"2026","RI_GG",NA
"2027","RI_GG",NA
"2028","RI_GG",NA
"2029","RI_GG",NA
"2030","RI_GG",NA
"2031","RI_GG",NA
"2032","RI_GG",NA
"2033","RI_GG",NA
"2034","RI_GG",NA
"2035","RI_GG",NA
"2036","RI_GG",NA
"2037","RI_GG",NA
"2038","RI_GG",NA
"2039","RI_GG",NA
"2040","RI_GG",NA
"2041","RI_GG",NA
"2042","RI_GG",NA
"2043","RI_GG",NA
"2044","RI_GG",NA
"2045","RI_GG",NA
"2046","RI_GG",NA
"2047","RI_GG",NA
"2048","RI_GG",NA
"2049","RI_GG",NA
"2050","RI_GG",NA
"2051","RI_GG",NA
"2052","RI_GG",NA
"2053","RI_GG",NA
"2054","RI_GG",NA
"2055","RI_GG",NA
"2056","RI_GG",NA
"2057","RI_GG",NA
"2058","RI_GG",NA
"2059","RI_GG",NA
"2060","RI_GG",NA
"2061","RI_GG",NA
"2062","RI_GG",NA
"2063","RI_GG",NA
"2064","RI_GG",NA
"2065","RI_GG",NA
"2066","RI_GG",NA
"2067","RI_GG",NA
"2068","RI_GG",NA
"2069","RI_GG",NA
"2070","RI_GG",NA
"2071","RI_GG",NA
"2072","RI_GG",NA
"2073","RI_GG",NA
"2074","RI_GG",NA
"2075","RI_GG",NA
"2076","RI_GG",NA
"2077","RI_GG",NA
"2078","RI_GG",NA
"2079","RI_GG",NA
"2080","RI_GG",NA
"2081","RI_GG",NA
"2082","RI_GG",NA
"2083","RI_GG",NA
"2084","RI_GG",NA
"2085","RI_GG",NA
"2086","RI_GG",NA
"2087","RI_GG",NA
"2088","RI_GG",NA
"2089","RI_GG",NA
"2090","RI_GG",NA
"2091","RI_GG",NA
"2092","RI_GG",NA
"2093","RI_GG",NA
"2094","RI_GG",NA
"2095","RI_GG",NA
"2096","RI_GG",NA
"2097","RI_GG",NA
"2098","RI_GG",NA
"2099","RI_GG",NA
"2100","RI_GG",NA
"2101","RI_GG",NA
"2102","RI_GG",NA
"2103","RI_GG",NA
"2104","RI_GG",NA
"2105","RI_GG",NA
"2106","RI_GG",NA
"2107","RI_GG",NA
"2108","RI_GG",NA
"2109","RI_GG",NA
"2110","RI_GG",NA
"2111","RI_GG",NA
"2112","RI_GG",NA
"2113","RI_GG",NA
"2114","RI_GG",NA
"2115","RI_GG",NA
"2116","RI_GG",NA
"2117","RI_GG",NA
"2118","RI_GG",NA
"2119","RI_GG",NA
"2120","RI_GG",NA
"2121","RI_GG",NA
"2122","RI_GG",NA
"2123","RI_GG",NA
"2124","RI_GG",NA
"2125","RI_GG",NA
"2126","RI_GG",NA
"2127","RI_GG",NA
"2128","RI_GG",NA
"2129","RI_GG",NA
"2130","RI_GG",NA
"2131","RI_GG",NA
"2132","RI_GG",NA
"2133","RI_GG",NA
"2134","RI_GG",NA
"2135","RI_GG",NA
"2136","RI_GG",NA
"2137","RI_GG",NA
"2138","RI_GG",NA
"2139","RI_GG",NA
"2140","RI_GG",NA
"2141","RI_GG",NA
"2142","RI_GG",NA
"2143","RI_GG",NA
"2144","RI_GG",NA
"2145","RI_GG",NA
"2146","RI_GG",NA
"2147","RI_GG",NA
"2148","RI_GG",NA
"2149","RI_GG",NA
"2150","RI_GG",NA
"2151","RI_GG",NA
"2152","RI_GG",NA
"2153","RI_GG",NA
"2154","RI_GG",NA
"2155","RI_GG",NA
"2156","RI_GG",NA
"2157","RI_GG",NA
"2158","RI_GG",NA
"2159","RI_GG",NA
"2160","RI_GG",NA
"2161","RI_GG",NA
"2162","RI_GG",NA
"2163","RI_GG",NA
"2164","RI_GG",NA
"2165","RI_GG",NA
"2166","RI_GG",NA
"2167","RI_GG",NA
"2168","RI_GG",NA
"2169","RI_GG",NA
"2170","RI_GG",NA
"2171","RI_GG",NA
"2172","RI_GG",NA
"2173","RI_GG",NA
"2174","RI_GG",NA
"2175","RI_GG",NA
"2176","RI_GG",NA
"2177","RI_GG",NA
"2178","RI_GG",NA
"2179","RI_GG",NA
"2180","RI_GG",NA
"2181","RI_GG",NA
"2182","RI_GG",NA
"2183","RI_GG",NA
"2184","RI_GG",NA
"2185","RI_GG",NA
"2186","RI_GG",NA
"2187","RI_GG",NA
"2188","RI_GG",NA
"2189","RI_GG",NA
"2190","RI_GG",NA
"2191","RI_GG",NA
"2192","RI_GG",NA
"2193","RI_GG",NA
"2194","RI_GG",NA
"2195","RI_GG",NA
"2196","RI_GG",NA
"2197","RI_GG",NA
"2198","RI_GG",NA
"2199","RI_GG",NA
"2200","RI_GG",NA
"2201","RI_GG",NA
"2202","RI_GG",NA
"2203","RI_GG",NA
"2204","RI_GG",NA
"2205","RI_GG",NA
"2206","RI_GG",NA
"2207","RI_GG",NA
"2208","RI_GG",NA
"2209","RI_GG",NA
"2210","RI_GG",NA
"2211","RI_GG",NA
"2212","RI_GG",NA
"2213","RI_GG",NA
"2214","RI_GG",NA
"2215","RI_GG",NA
"2216","RI_GG",NA
"2217","RI_GG",NA
"2218","RI_GG",NA
"2219","RI_GG",NA
"2220","RI_GG",NA
"2221","RI_GG",NA
